Country Name,Country Code,Series Name,Series Code,2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
Germany,DEU,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,6.72100019454956,6.66200017929077,6.49399995803833,6.47900009155273,6.18900012969971
Germany,DEU,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,4.77600002288818,4.73999977111816,4.65199995040894,4.63600015640259,4.43900012969971
Germany,DEU,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,1.56099998950958,1.44700002670288,1.42799997329712,1.39400005340576,1.30799996852875
Germany,DEU,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,1.09700000286102,1.00800001621246,1.00899994373322,0.955999970436096,0.89300000667572
Germany,DEU,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,1.95500004291534,1.82400000095367,1.79200005531311,1.77499997615814,1.6710000038147
Germany,DEU,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,28.193000793457,27.7779998779297,28.0510005950928,27.6889991760254,27.3819999694824
Germany,DEU,"Employment in industry, female (% of female employment) (modeled ILO estimate)",SL.IND.EMPL.FE.ZS,14.1599998474121,14.0120000839233,14.1700000762939,13.8680000305176,13.8079996109009
Germany,DEU,"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,40.1419982910156,39.6319999694824,40.0589981079102,39.7130012512207,39.2319984436035
Germany,DEU,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,70.2460021972656,70.7760009765625,70.5199966430664,70.9169998168945,71.3099975585938
Germany,DEU,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,84.7419967651367,84.9800033569336,84.8209991455078,85.1760025024414,85.2990036010742
Germany,DEU,"Employment in services, male (% of male employment) (modeled ILO estimate)",SL.SRV.EMPL.MA.ZS,57.9029998779297,58.5439987182617,58.1500015258789,58.5110015869141,59.0970001220703
Germany,DEU,Export value index (2000 = 100),TX.VAL.MRCH.XD.WD,254.5407903,262.5004999,271.4546009,240.9324192,243.0484804
Germany,DEU,Export volume index (2000 = 100),TX.QTY.MRCH.XD.WD,149.2242595,148.2369535,150.9167842,155.0070522,155.9943583
Germany,DEU,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,45.982539717068,45.3978784533514,45.7043038803466,46.8748377770112,46.1192411062165
Germany,DEU,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2.82600655991789,1.71546584996445,4.63576220631469,5.23206749029667,2.63031215240382
Germany,DEU,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.41,1.42,1.47,1.5,1.5
Germany,DEU,Fixed broadband Internet subscribers (per 100 people),IT.NET.BBND.P2,34.4862474667009,35.2450772280104,36.2902704465818,37.5820094703578,39.0650407536271
Germany,DEU,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.84719447462816,1.79633130561567,0.50836174987881,1.60319808245986,1.66935764076614
Germany,DEU,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,2.79661427005255,2.49029204787954,2.95769311123965,3.82023778755137,2.62295451071848
Germany,DEU,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,2.47305941284707,2.46381580403973,2.30287984053899,2.21306570865914,1.7296536936629
Germany,DEU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.491992829138056,0.489584482494635,1.92969040980758,1.74320539365993,1.94362542781317
Germany,DEU,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,44259.2599053983,44354.7368865267,45022.5653486423,45412.5568082313,45923.0075696152
Germany,DEU,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,42822.0994035797,42914.4761126655,43560.6192440775,43937.9471317278,44431.8228379944
Germany,DEU,GDP per person employed (constant 1990 PPP $),SL.GDP.PCAP.EM.KD,86373.4765625,85869.0859375,86612.1875,87629.6171875,88234.5
Germany,DEU,GINI index (World Bank estimate),SI.POV.GINI,..,31.1,..,31.7,..
Germany,DEU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.93331003189087,4.93496990203857,4.93112993240356,..,..
Germany,DEU,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,19.3067731105842,19.5122141077899,19.5171988119231,19.1484566228049,19.1978817130771
Germany,DEU,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,-8.244122048194,1.49581271658528,2.11239918163611,0.230924127486759,2.14073185640198
Germany,DEU,"Gross fixed capital formation, private sector (% of GDP)",NE.GDI.FPRV.ZS,..,..,..,..,..
Germany,DEU,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,15.9764857498027,16.0800683207586,16.0024056209854,16.6611459277152,16.9051898591463
Germany,DEU,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,7.5502898458,7.1950137084,7.7424273435,8.4396650434,8.4256169304
Germany,DEU,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,39.8922146570664,39.4385473278985,38.7813686073515,38.8809488607429,38.1480256357246
Germany,DEU,Individuals using the Internet (% of population),IT.NET.USER.ZS,82.3499984738392,84.17,86.19,87.5898,89.6471005903368
Germany,DEU,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,27.5925039698941,27.0866946897645,27.4023263665101,27.4861104266259,27.4659436077671
Germany,DEU,"Industry, value added (annual % growth)",NV.IND.TOTL.KD.ZG,-0.378679137951508,-0.689259683675019,4.99897736220925,1.90158344248263,1.87321456607567
Germany,DEU,"Industry, value added (constant 2005 US$)",NV.IND.TOTL.KD,971876585713.375,965177832232.975,1013426853571.36,1032698010820.55,1052042660382.81
Germany,DEU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.008491182,1.504722267,0.906797035,0.234429945,0.483355422
Germany,DEU,Informal payments to public officials (% of firms),IC.FRM.CORR.ZS,..,..,..,..,..
Germany,DEU,International migrant stock (% of population),SM.POP.TOTL.ZS,..,..,..,14.8790512953233,..
Germany,DEU,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,53.7039985656738,54.310001373291,54.5149993896484,54.6080017089844,54.9599990844727
Germany,DEU,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,66.5970001220703,66.6340026855469,66.5240020751953,66.2160034179688,66.2740020751953
Germany,DEU,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,59.9879989624023,60.3209991455078,60.3779983520508,60.2799987792969,60.4930000305176
Germany,DEU,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,74.8809967041016,74.6212997436523,74.4007034301758,74.0783004760742,74.28759765625
Germany,DEU,"Labor force with advanced education, female (% of female working-age population with advanced education)",SL.TLF.ADVN.FE.ZS,73.618896484375,73.4873962402344,73.1156997680664,72.8218994140625,73.3721008300781
Germany,DEU,"Labor force with advanced education, male (% of male working-age population with advanced education)",SL.TLF.ADVN.MA.ZS,74.1642990112305,73.9825973510742,73.6421966552734,73.3419036865234,73.7539978027344
Germany,DEU,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,30.4297008514404,30.7858009338379,28.5527000427246,28.7637004852295,29.4013004302979
Germany,DEU,"Labor force with basic education, female (% of female working-age population with basic education)",SL.TLF.BASC.FE.ZS,57.2196998596191,57.4174003601074,50.4682006835938,49.9370002746582,50.4499015808105
Germany,DEU,"Labor force with basic education, male (% of male working-age population with basic education)",SL.TLF.BASC.MA.ZS,40.2897987365723,40.7566986083984,37.146900177002,37.219898223877,38.0371017456055
Germany,DEU,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,59.3185005187988,59.7324981689453,60.4444999694824,60.0527000427246,60.973201751709
Germany,DEU,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",SL.TLF.INTM.FE.ZS,68.0733032226563,67.9848022460938,67.9795989990234,67.5531005859375,68.5082015991211
Germany,DEU,"Labor force with intermediate education, male (% of male working-age population with intermediate education)",SL.TLF.INTM.MA.ZS,63.6516990661621,63.8148002624512,64.0954971313477,63.6841011047363,64.6239013671875
Germany,DEU,"Labor force, total",SL.TLF.TOTL.IN,41807485,42203758,42457453,42780921,43294640
Germany,DEU,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,83.1,83,83.6,83.1,83.1
Germany,DEU,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,78.1,78.1,78.7,78.3,78.3
Germany,DEU,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.00858274087125079,0.00856552951783819,0.00856142034325164,0.00852045989664896,..
Germany,DEU,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,..,..,..,..,..
Germany,DEU,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,..,..,..,..,..
Germany,DEU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..
Germany,DEU,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,..,..,..,..,..
Germany,DEU,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,..,..,..,..,..
Germany,DEU,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..
Germany,DEU,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,20.4215338655529,20.1838838881341,20.5922993244603,20.7630312289521,20.6354224646555
Germany,DEU,"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,-2.23000279161076,0.00942369848495161,5.80529641708745,1.92393338321575,2.14104736141039
Germany,DEU,"Manufacturing, value added (constant 2005 US$)",NV.IND.MANF.KD,723931308406.865,723999529510.608,766029848257.017,780767752233.031,797484359590.959
Germany,DEU,Market capitalization of listed companies (% of GDP),CM.MKT.LCAP.GD.ZS,41.9390958904584,51.5949178679439,44.6855492641282,50.8293295285922,49.3427840395663
Germany,DEU,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,113.980879929433,123.095833257604,122.138195201698,117.932453171631,126.314367711806
Germany,DEU,"New business density (new registrations per 1,000 people ages 15-64)",IC.BUS.NDNS.ZS,1.28801061306478,1.292285379141,1.26866567488649,1.28942936977265,1.30195024488152
Germany,DEU,New businesses registered (number),IC.BUS.NREG,69332,68526,67458,69384,70720
Germany,DEU,Number of visits or required meetings with tax officials,IC.TAX.METG,..,..,..,..,..
Germany,DEU,"Own-account workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.OWAC.FE.ZS,5.09499979019165,4.91400003433228,4.82100009918213,4.6729998588562,4.67899990081787
Germany,DEU,"Own-account workers, male (% of male employment) (modeled ILO estimate)",SL.EMP.OWAC.MA.ZS,7.30999994277954,6.9539999961853,6.81400012969971,6.6729998588562,6.43300008773804
Germany,DEU,"Own-account workers, total (% of male employment) (modeled ILO estimate)",SL.EMP.OWAC.ZS,6.29099988937378,6.01000022888184,5.8899998664856,5.74200010299683,5.61600017547607
Germany,DEU,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,15587632314.3731,19978671692.0898,20077994826.2717,18033313160.3866,20289740177.9681
Germany,DEU,"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD,..,6469113.89084409,26542416.6299337,11113983.2997235,5286297.1784984
Germany,DEU,Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,13.344893757731,13.2435250003079,13.1671515134558,13.1187603179423,13.0894633869742
Germany,DEU,"Population ages 0-14, total",SP.POP.0014.TO,10732741,10680321,10663088,10716271,10778999
Germany,DEU,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,65.8692075817318,65.8798344023014,65.8508907755905,65.7636764592908,65.640928159976
Germany,DEU,"Population ages 15-64, total",SP.POP.1564.TO,52975852,53129191,53327698,53720119,54054431
Germany,DEU,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,20.7858986605372,20.8766405973907,20.9819577109538,21.1175632227669,21.2696084530498
Germany,DEU,"Population ages 65 and above, total",SP.POP.65UP.TO,16717230,16836093,16991714,17250222,17515239
Germany,DEU,Population density (people per sq. km of land area),EN.POP.DNST,230.750625466231,231.155712565925,232.108053883634,234.153658068159,236.023700200631
Germany,DEU,Population growth (annual %),SP.POP.GROW,0.187727800567293,0.272900214681538,0.416877359168292,0.865702643950251,0.807218538573871
Germany,DEU,"Population, total",SP.POP.TOTL,80425823,80645605,80982500,81686611,82348669
Germany,DEU,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,0,..,0,..
Germany,DEU,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.2,0.2
Germany,DEU,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,99.5128479003906,99.4386901855469,98.5669174194336,100.265830993652,..
Germany,DEU,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,99.0710525512695,99.7747268676758,99.0425033569336,100.688362121582,..
Germany,DEU,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,99.2861480712891,99.6110763549805,98.8108291625977,100.482559204102,..
Germany,DEU,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,100,100,100,100,100
Germany,DEU,Public credit registry coverage (% of adults),IC.CRD.PUBL.ZS,1.3,0,1.3,1.6,1.9
Germany,DEU,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2.86632,2.8173,2.89227,2.87749,..
Germany,DEU,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,4379.07515,4399.67239,4363.7795,4431.08151,..
Germany,DEU,Rural population,SP.RUR.TOTL,18361215,18403327,18472108,18624547,18755733
Germany,DEU,Rural population (% of total population),SP.RUR.TOTL.ZS,22.83,22.82,22.81,22.8,22.776
Germany,DEU,"School enrollment, primary (% gross)",SE.PRM.ENRR,102.143058776855,101.701728820801,101.457336425781,102.389053344727,..
Germany,DEU,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,102.053672790527,101.357696533203,101.125801086426,102.099296569824,..
Germany,DEU,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,102.227890014648,102.028266906738,101.77205657959,102.664070129395,..
Germany,DEU,"School enrollment, secondary (% gross)",SE.SEC.ENRR,102.276039123535,101.430656433105,101.08097076416,101.060852050781,..
Germany,DEU,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.949819982051849,0.955160021781921,0.954859972000122,0.95345002412796,..
Germany,DEU,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,99.5745468139648,99.0393600463867,98.6791229248047,98.5810165405273,..
Germany,DEU,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,104.835609436035,103.689018249512,103.344177246094,103.394523620605,..
Germany,DEU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..,60.4592895507813,64.184440612793,66.2772216796875,..
Germany,DEU,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,..,0.937960028648376,0.95346999168396,0.980319976806641,..
Germany,DEU,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..,58.4760894775391,62.6136894226074,65.5981979370117,..
Germany,DEU,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,..,62.3437004089355,65.6692810058594,66.9151382446289,..
Germany,DEU,"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,8.38000011444092,8.13899993896484,8.01599979400635,7.77899980545044,7.67700004577637
Germany,DEU,"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,14.3699998855591,13.9029998779297,13.5670003890991,13.4010000228882,12.8640003204346
Germany,DEU,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,11.6160001754761,11.2360000610352,10.9919996261597,10.78600025177,10.4460000991821
Germany,DEU,Tax payments (number),IC.TAX.PAYM,9,9,9,9,9
Germany,DEU,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,11.5712079354376,11.5500099071558,11.480628957841,11.3681599395463,11.2420603998028
Germany,DEU,"Taxes on income, profits and capital gains (% of total taxes)",GC.TAX.YPKG.ZS,39.857878708125,40.7835040176944,41.1574082324915,42.192788007179,44.077622108551
Germany,DEU,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,1743.90496,1722.44152,1901.9685,..,..
Germany,DEU,Telephone lines (per 100 people),IT.MLT.MAIN.P2,61.8013212604391,59.9272955159776,57.7017992221344,55.5026645011775,55.3014483168534
Germany,DEU,Time required to enforce a contract (days),IC.LGL.DURS,394,394,459,479,499
Germany,DEU,Time required to obtain an operating license (days),IC.FRM.DURS,..,..,..,..,..
Germany,DEU,Time required to register property (days),IC.PRP.DURS,52,52,52,52,52
Germany,DEU,Time required to start a business (days),IC.REG.DURS,14.5,14.5,14.5,10.5,10.5
Germany,DEU,Time to prepare and pay taxes (hours),IC.TAX.DURS,207,218,218,218,218
Germany,DEU,Time to resolve insolvency (years),IC.ISV.DURS,1.2,1.2,1.2,1.2,1.2
Germany,DEU,"Total employment, total (ages 15+)",SL.EMP.TOTL,39558491,39996355,40342949,40804397,41510409
Germany,DEU,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,2.59629988670349,2.59060001373291,2.74819993972778,2.53999996185303,2.25909996032715
Germany,DEU,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,2.09200000762939,2.15669989585876,2.2664999961853,2.16569995880127,2.13439989089966
Germany,DEU,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,2.31200003623962,2.3478000164032,2.46589994430542,2.32220005989075,2.18680000305176
Germany,DEU,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,4.94229984283447,4.72629976272583,4.24399995803833,3.75939989089966,3.29679989814758
Germany,DEU,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",SL.UEM.INTM.FE.ZS,5.48339986801147,5.40689992904663,4.99790000915527,4.6911997795105,4.05970001220703
Germany,DEU,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",SL.UEM.INTM.MA.ZS,5.22870016098022,5.08500003814697,4.6314001083374,4.23789978027344,3.68869996070862
Germany,DEU,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,5.17999982833862,4.91800022125244,4.63000011444092,4.21799993515015,3.74000000953674
Germany,DEU,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,5.55000019073486,5.49700021743774,5.28000020980835,4.96700000762939,4.44999980926514
Germany,DEU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.38000011444092,5.23000001907349,4.98000001907349,4.61999988555908,4.11999988555908
Germany,DEU,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,7.28900003433228,7.09000015258789,7.0460000038147,6.46400022506714,6.09499979019165
Germany,DEU,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,8.6899995803833,8.45800018310547,8.34200000762939,7.87099981307983,7.84600019454956
Germany,DEU,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,8.04300022125244,7.82200002670288,7.74200010299683,7.21799993515015,7.03200006484985
Germany,DEU,Urban population,SP.URB.TOTL,62064608,62242278,62510392,63062064,63592936
Germany,DEU,Urban population (% of total),SP.URB.TOTL.IN.ZS,77.17,77.18,77.19,77.2,77.224
Germany,DEU,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",SL.EMP.VULN.FE.ZS,5.88899981975555,5.63100004196168,5.49400007724762,5.25999987125397,5.24199992418289
Germany,DEU,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",SL.EMP.VULN.MA.ZS,7.64999994635582,7.24000000953674,7.07200011610985,6.9229998588562,6.67500008642674
Germany,DEU,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",SL.EMP.VULN.ZS,6.83899986743927,6.49600023031235,6.34099987149239,6.14900010824204,6.00700017809867
Germany,DEU,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,91.620002746582,91.8610000610352,91.984001159668,92.2210006713867,92.322998046875
Germany,DEU,"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",SL.EMP.WORK.MA.ZS,85.629997253418,86.0970001220703,86.4329986572266,86.5989990234375,87.1360015869141
Germany,DEU,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,88.3840026855469,88.7639999389648,89.0080032348633,89.213996887207,89.5540008544922
Japan,JPN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100
Japan,JPN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,4.479,4.3988,4.3186,4.2384,4.1582
Japan,JPN,Age dependency ratio (% of working-age population),SP.POP.DPND,59.0152801637455,60.7133638032773,62.3833231883095,63.9521257887958,65.290106306176
Japan,JPN,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,1.14179569465804,1.10418708697322,1.05626649230554,1.11029279352945,1.1503293367689
Japan,JPN,"Agriculture, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,0.632013171014933,0.289577104138544,-3.14802662442911,-4.82228589053913,-13.1068849799805
Japan,JPN,"Agriculture, value added (constant 2005 US$)",NV.AGR.TOTL.KD,63946957943.3782,64132133692.3754,62113237048.9249,59117959182.5575,51369436269.9878
Japan,JPN,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,874677,915542.658,927666,956015,984320
Japan,JPN,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,127.895951722721,128.296341685946,127.494084799556,127.651516888282,127.7969276653
Japan,JPN,"Borrowers from commercial banks (per 1,000 adults)",FB.CBK.BRWR.P3,..,..,..,..,..
Japan,JPN,Consumer price index (2010 = 100),FP.CPI.TOTL,99.680566347233,100.0259000259,102.788569455236,103.600103600104,103.47923681257
Japan,JPN,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",SL.FAM.WORK.FE.ZS,5.4980001449585,5.29300022125244,5.01700019836426,4.82200002670288,4.42199993133545
Japan,JPN,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",SL.FAM.WORK.MA.ZS,0.981000006198883,0.899999976158142,0.925000011920929,0.842000007629395,0.837999999523163
Japan,JPN,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",SL.FAM.WORK.ZS,2.88100004196167,2.76699995994568,2.67199993133545,2.55100011825562,2.38800001144409
Japan,JPN,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,..,..,..,..,..
Japan,JPN,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,..,..,..,..,..
Japan,JPN,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,..,..,..,..,..
Japan,JPN,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,..,..,..,..,..
Japan,JPN,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,..,..,..,..,..
Japan,JPN,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,..,..,..,..,..
Japan,JPN,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,..,..,..,..,..
Japan,JPN,Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,..,6,6,6,6
Japan,JPN,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,329.968367591717,338.14950509094,345.721874957642,341.81089703888,345.149319478516
Japan,JPN,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,159.857516529224,162.308458023185,162.67621734314,162.058999055422,161.714798486094
Japan,JPN,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,..,..,..,..,..
Japan,JPN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,7998.34677071825,7988.58331044764,7819.71463590936,..,..
Japan,JPN,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,0.880999982357025,0.902999997138977,0.893999993801117,0.848999977111816,0.834999978542328
Japan,JPN,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,3.22900009155273,3.23600006103516,3.11500000953674,3.00600004196167,2.96399998664856
Japan,JPN,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2.2409999370575,2.24399995803833,2.16599988937378,2.07999992370605,2.04299998283386
Japan,JPN,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,3.86700010299683,3.74600005149841,3.67899990081787,3.63299989700317,3.50200009346008
Japan,JPN,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,3.53800010681152,3.38299989700317,3.27600002288818,3.22399997711182,3.04500007629395
Japan,JPN,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,4.10500001907349,4.01399993896484,3.97900009155273,3.94099998474121,3.84899997711182
Japan,JPN,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,26.1959991455078,26.1900005340576,25.2240009307861,25.9080009460449,25.6149997711182
Japan,JPN,"Employment in industry, female (% of female employment) (modeled ILO estimate)",SL.IND.EMPL.FE.ZS,14.7030000686646,14.6850004196167,14.4799995422363,14.7720003128052,14.543999671936
Japan,JPN,"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,34.5460014343262,34.6920013427734,33.2290000915527,34.2900009155273,34.0499992370605
Japan,JPN,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,69.9369964599609,70.0640029907227,71.0970001220703,70.4589996337891,70.8830032348633
Japan,JPN,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,81.7590026855469,81.9309997558594,82.2440032958984,82.0039978027344,82.411003112793
Japan,JPN,"Employment in services, male (% of male employment) (modeled ILO estimate)",SL.SRV.EMPL.MA.ZS,61.3489990234375,61.2939987182617,62.7919998168945,61.7690010070801,62.0999984741211
Japan,JPN,Export value index (2000 = 100),TX.VAL.MRCH.XD.WD,166.6126127,149.0963493,144.0034606,130.3551706,134.5514458
Japan,JPN,Export volume index (2000 = 100),TX.QTY.MRCH.XD.WD,106.7485529,105.130622,105.7447101,104.6583902,104.9625178
Japan,JPN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,14.5447525563827,15.9153981234384,17.540301551347,17.5889281255252,16.1191525683736
Japan,JPN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,-0.0884886975548369,0.761212809317001,9.29036941519126,2.94131497298496,1.33853063786331
Japan,JPN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.41,1.43,1.42,1.45,1.44
Japan,JPN,Fixed broadband Internet subscribers (per 100 people),IT.NET.BBND.P2,28.1347211333148,28.7723558937011,29.4850826260738,30.3751449560937,31.1593341207815
