Series Name,Series Code,Country Name,Country Code,2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,United Kingdom,GBR,3720.18945313,3863.46435547,4002.44018555,4125.12402344,4228.21289063,4310.54882813,4473.07666016,4619.57324219,..,..
Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,United Kingdom,GBR,0,0,0,0,0,0,0,0,0,..
Customs and other import duties (current LCU),GC.TAX.IMPT.CN,United Kingdom,GBR,0,0,0,0,0,0,0,0,0,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,United Kingdom,GBR,8.7,8.9,9,8.8,9.2,9.1,9.2,9.2,9,..
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
DEC alternative conversion factor (LCU per US$),PA.NUS.ATLS,United Kingdom,GBR,0.624140835740495,0.633046988857327,0.639660577613477,0.607729626878255,0.654545478931426,0.740634463697084,0.777002598115976,0.749581637653178,0.783445110011929,0.779999576697153
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Deposit interest rate (%),FR.INR.DPST,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Depositors with commercial banks (per 1,000 adults)",FB.CBK.DPTR.P3,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,United Kingdom,GBR,..,..,8,8,8,8,8,8,8,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,3.9,..
Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),SH.STA.ORCF.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Diarrhea treatment (% of children under 5 who received ORS packet),SH.STA.ORTH,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Disaster risk reduction progress score (1-5 scale; 5=best),EN.CLC.DRSK.XQ,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Discrepancy in expenditure estimate of GDP (constant LCU),NY.GDP.DISC.KN,United Kingdom,GBR,0,0,0,0,0,0,0,0,0,0
Discrepancy in expenditure estimate of GDP (current LCU),NY.GDP.DISC.CN,United Kingdom,GBR,0,0,0,0,0,0,0,0,-3147000000,-5181000000
Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,United Kingdom,GBR,170.617544000178,160.939677509595,149.636922468568,135.476263585556,130.650262210486,132.142083669221,134.154083829082,134.628806158581,133.527746352558,146.446159374898
Domestic credit to private sector by banks (% of GDP),FD.AST.PRVT.GD.ZS,United Kingdom,GBR,170.537189379697,160.814777552241,149.624115897224,135.471862101505,130.605514260218,131.957044425461,133.822000360603,134.365475265572,133.249676366576,145.878792957895
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,United Kingdom,GBR,81.98135376,81.29374695,79.80125427,80.03320313,80.14238739,80.38079834,79.48135376,78.60370636,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,United Kingdom,GBR,8.17638111,8.1714592,7.96300983,7.96937275,7.93758488,7.93094206,7.80913305,7.85798359,..,..
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,United Kingdom,GBR,17.86582947,17.92393875,18.1548214,18.49592209,18.7609024,19.10241699,18.99158287,19.19547844,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,United Kingdom,GBR,3450.11938477,3481.03808594,3471.55834961,3794.26879883,3584.38574219,3268.35888672,3162.25927734,3392.0859375,..,..
"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,United Kingdom,GBR,3049.86181641,3140.75537109,3193.99780273,3301.46875,3388.59106445,3464.85351563,3555.26245117,3631.15576172,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,United Kingdom,GBR,18.01012993,18.69729805,20.18900299,19.9572258,19.84710503,19.60751534,20.50606537,21.38322067,..,..
Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,United Kingdom,GBR,757.94189453,800.62731934,878.27313232,946.14575195,887.66607666,797.25994873,815.85784912,922.77746582,..,..
"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,United Kingdom,GBR,670.01098633,722.36340332,808.05273438,823.26019287,839.17791748,845.19152832,917.2520752,987.8135376,..,..
"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,United Kingdom,GBR,..,..,..,..,..,..,..,..,8,..
Ease of doing business score (0 = lowest performance to 100 = best performance),IC.BUS.DFRN.XQ,United Kingdom,GBR,..,..,..,..,83.33719,83.34108,83.21535,83.55123,83.54968,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,United Kingdom,GBR,..,..,28.6068305969238,29.8223304748535,..,..,34.7032203674316,..,..,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,United Kingdom,GBR,..,..,28.1655406951904,28.8302097320557,..,..,33.1098709106445,..,..,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,United Kingdom,GBR,..,..,28.3882904052734,29.3326206207275,..,..,33.9221305847168,..,..,..
"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS,United Kingdom,GBR,99.81787109375,99.7562866210938,99.7972717285156,99.7952117919922,..,..,99.7049713134766,..,..,..
"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,United Kingdom,GBR,99.8957824707031,99.8613586425781,99.8679809570313,99.9261779785156,..,..,99.7923812866211,..,..,..
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,United Kingdom,GBR,99.8556365966797,99.8083190917969,99.8322906494141,99.8598480224609,..,..,99.7478179931641,..,..,..
"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.PO.FE.ZS,United Kingdom,GBR,31.8824996948242,37.2988014221191,38.5403785705566,40.1394805908203,..,..,45.1280212402344,..,..,..
"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.PO.MA.ZS,United Kingdom,GBR,34.309398651123,36.5952301025391,37.1599082946777,37.7910308837891,..,..,43.0190582275391,..,..,..
"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.PO.ZS,United Kingdom,GBR,33.0590400695801,36.9503593444824,37.8567390441895,38.9803009033203,..,..,44.0941696166992,..,..,..
"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",SE.PRM.CUAT.FE.ZS,United Kingdom,GBR,99.81787109375,99.7562866210938,99.7972717285156,99.7952117919922,..,..,100,..,..,..
"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",SE.PRM.CUAT.MA.ZS,United Kingdom,GBR,99.8957824707031,99.8613586425781,99.8679809570313,99.9261779785156,..,..,100,..,..,..
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,United Kingdom,GBR,99.8556365966797,99.8083190917969,99.8322906494141,99.8598480224609,..,..,100,..,..,..
"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",SE.TER.CUAT.ST.FE.ZS,United Kingdom,GBR,31.8824996948242,37.2988014221191,38.5403785705566,40.1394805908203,..,..,45.1280212402344,..,..,..
"Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)",SE.TER.CUAT.ST.MA.ZS,United Kingdom,GBR,34.309398651123,36.5952301025391,37.1599082946777,37.7910308837891,..,..,43.0190582275391,..,..,..
"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",SE.TER.CUAT.ST.ZS,United Kingdom,GBR,33.0590400695801,36.9503593444824,37.8567390441895,38.9803009033203,..,..,44.0941696166992,..,..,..
"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.UP.FE.ZS,United Kingdom,GBR,84.5514373779297,86.4146499633789,72.0295104980469,73.2993927001953,..,..,76.6732788085938,..,..,..
"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.UP.MA.ZS,United Kingdom,GBR,87.7115478515625,89.0820922851563,76.0130920410156,76.1499099731445,..,..,77.5676803588867,..,..,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,United Kingdom,GBR,86.0834426879883,87.7356567382813,74.0022735595703,74.7063903808594,..,..,77.1117324829102,..,..,..
"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.MS.FE.ZS,United Kingdom,GBR,..,..,8.46942043304443,8.90573978424072,..,..,12.0128202438354,..,..,..
"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.MS.MA.ZS,United Kingdom,GBR,..,..,8.69015979766846,8.65985012054443,..,..,11.9671401977539,..,..,..
"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.MS.ZS,United Kingdom,GBR,..,..,8.57874011993408,8.78437042236328,..,..,11.9904203414917,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.DO.FE.ZS,United Kingdom,GBR,..,..,0.629620015621185,0.649609982967377,..,..,0.824599981307983,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.DO.MA.ZS,United Kingdom,GBR,..,..,1.21963000297546,1.13423001766205,..,..,1.18808996677399,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,United Kingdom,GBR,..,..,0.916410028934479,0.88425999879837,..,..,1.0010199546814,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,United Kingdom,GBR,5471.93347456267,5449.25947267211,5409.62642171886,5130.39025330028,..,..,..,..,..,..
Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,United Kingdom,GBR,7.55634211155477,7.87079605210159,7.50774320412521,8.35418574202265,..,..,..,..,..,..
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,United Kingdom,GBR,30.062958067344,40.0515015736592,37.0497899981152,30.3116975302198,22.806490741952,..,..,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,United Kingdom,GBR,1.56062358990143,1.46810041417932,1.32330725540336,1.75756726206631,1.869745150971,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,United Kingdom,GBR,40.1738972720003,27.7219581709441,26.9615413828898,30.0915915333753,29.7402157238164,..,..,..,..,..
Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,United Kingdom,GBR,18.9561217170982,19.5575420360067,19.8628306509918,19.0126247789247,20.9138531793695,..,..,..,..,..
Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,United Kingdom,GBR,0.829364675879998,0.694743450494321,0.581197446782175,0.56547556912909,0.63414953204343,..,..,..,..,..
"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,United Kingdom,GBR,71.0662200152243,68.4682031950976,64.5925288277872,60.9687646327242,53.1808559978118,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,United Kingdom,GBR,7.9284295108727,9.95585976238163,13.6651728823286,17.5052864211302,22.9703052717954,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,United Kingdom,GBR,28851000000,35840000000,48576000000,58694000000,77262000000,..,..,..,..,..
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,United Kingdom,GBR,1.3400000333786,1.41999995708466,1.42999994754791,1.42999994754791,1.3400000333786,1.38999998569489,1.41999995708466,1.24000000953674,1.26999998092651,..
"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,United Kingdom,GBR,3.53999996185303,3.48000001907349,3.36999988555908,3.50999999046326,3.41000008583069,3.32999992370605,3.24000000953674,2.77999997138977,3.04999995231628,..
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,United Kingdom,GBR,2.51999998092651,2.52999997138977,2.47000002861023,2.53999996185303,2.44000005722046,2.4300000667572,2.39000010490417,2.05999994277954,2.21000003814697,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,United Kingdom,GBR,1.22000002861023,1.19000005722046,1.05999994277954,1.25999999046326,1.13999998569489,1.12999999523163,1.1599999666214,1.07000005245209,1.04999995231628,..
"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,United Kingdom,GBR,0.660000026226044,0.689999997615814,0.600000023841858,0.709999978542328,0.649999976158142,0.629999995231628,0.649999976158142,0.620000004768372,0.579999983310699,..
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,United Kingdom,GBR,1.71000003814697,1.62000000476837,1.46000003814697,1.73000001907349,1.57000005245209,1.55999994277954,1.62000000476837,1.47000002861023,1.46000003814697,..
Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,United Kingdom,GBR,19.1800003051758,19.0699996948242,18.8700008392334,18.9699993133545,18.6599998474121,18.4699993133545,18.2600002288818,18.1299991607666,18.1200008392334,..
"Employment in industry, female (% of female employment) (modeled ILO estimate)",SL.IND.EMPL.FE.ZS,United Kingdom,GBR,7.51000022888184,7.65000009536743,7.67999982833862,7.94000005722046,7.67000007629395,7.6100001335144,7.67000007629395,7.44999980926514,7.69999980926514,..
"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,United Kingdom,GBR,29.2999992370605,28.9400005340576,28.6000003814697,28.5699996948242,28.2299995422363,27.9599990844727,27.5799999237061,27.5300006866455,27.3400001525879,..
Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,United Kingdom,GBR,79.5999984741211,79.7399978637695,80.0699996948242,79.7799987792969,80.1999969482422,80.4000015258789,80.5800018310547,80.8000030517578,80.8300018310547,..
"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,United Kingdom,GBR,91.8300018310547,91.6699981689453,91.7200012207031,91.3499984741211,91.6800003051758,91.7699966430664,91.6800003051758,91.9300003051758,91.7200012207031,..
"Employment in services, male (% of male employment) (modeled ILO estimate)",SL.SRV.EMPL.MA.ZS,United Kingdom,GBR,68.9899978637695,69.4400024414063,69.9499969482422,69.6999969482422,70.1999969482422,70.4800033569336,70.8000030517578,71,71.1999969482422,..
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,United Kingdom,GBR,51.5,51.73,52.28,53.25,53.79,54.29,54.85,55.3,56.03,..
"Employment to population ratio, 15+, female (%) (national estimate)",SL.EMP.TOTL.SP.FE.NE.ZS,United Kingdom,GBR,52.08,52.24,52.77,53.71,54.27,54.8,55.35,55.74,56.39,..
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,United Kingdom,GBR,62.43,62.84,63.03,64,64.58,64.96,64.98,65.38,65.38,..
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,United Kingdom,GBR,62.85,63.14,63.3,64.25,64.82,65.24,65.22,65.58,65.5,..
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,United Kingdom,GBR,56.83,57.15,57.53,58.5,59.06,59.51,59.81,60.24,60.61,60.05
"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,United Kingdom,GBR,57.32,57.55,57.9,58.85,59.42,59.91,60.18,60.56,60.85,..
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,United Kingdom,GBR,45.28,45.87,45.91,47.53,49.41,50.71,50.41,49.59,50.32,..
"Employment to population ratio, ages 15-24, female (%) (national estimate)",SL.EMP.1524.SP.FE.NE.ZS,United Kingdom,GBR,45.34,46.04,46.16,47.79,49.66,51.08,50.76,49.89,50.55,..
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,United Kingdom,GBR,46.32,46.32,46.19,47.98,50.07,50.21,50.14,51.07,49.91,..
"Employment to population ratio, ages 15-24, male (%) (national estimate)",SL.EMP.1524.SP.MA.NE.ZS,United Kingdom,GBR,46.29,46.35,46.36,48.22,50.26,50.43,50.3,51.36,50.1,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,United Kingdom,GBR,45.81,46.1,46.05,47.76,49.75,50.45,50.27,50.34,50.11,..
"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,United Kingdom,GBR,45.82,46.2,46.26,48.01,49.96,50.75,50.52,50.64,50.32,..
"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,United Kingdom,GBR,30.8412319906661,39.1808288617536,42.3239172864284,39.6746318060831,34.6299902675264,..,..,..,..,..
Energy intensity level of primary energy (MJ/$2011 PPP GDP),EG.EGY.PRIM.PP.KD,United Kingdom,GBR,3.40085679343243,3.46520061199229,3.35283107405877,3.06887818214771,3.01731446844954,..,..,..,..,..
Energy related methane emissions (% of total),EN.ATM.METH.EG.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,United Kingdom,GBR,2972.15306452967,3042.85987103811,2987.7005887871,2777.31098667728,2764.51667133806,..,..,..,..,..
"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",EG.USE.COMM.GD.PP.KD,United Kingdom,GBR,70.2734335645737,71.4255698554511,69.0916555124355,62.9004018619699,61.6518380881841,..,..,..,..,..
Exclusive breastfeeding (% of children under 6 months),SH.STA.BFED.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,United Kingdom,GBR,30.77206,..,29.7885,28.91542,32.16658,32.32674,..,..,..,..
Expenditure on secondary education (% of government expenditure on education),SE.XPD.SECO.ZS,United Kingdom,GBR,41.5706,..,40.13864,41.13215,41.03583,37.83738,..,..,..,..
Expenditure on tertiary education (% of government expenditure on education),SE.XPD.TERT.ZS,United Kingdom,GBR,22.09704,..,23.9586,24.32627,22.82077,25.61589,..,..,..,..
Expense (% of GDP),GC.XPN.TOTL.GD.ZS,United Kingdom,GBR,41.6933862846589,42.3830304304901,40.1880880912367,39.4805604699497,38.6392559858849,37.6786724098517,37.2471005536175,37.0405716334733,36.8177376817521,..
Expense (current LCU),GC.XPN.TOTL.CN,United Kingdom,GBR,692169000000,725500000000,715483000000,735526000000,741735000000,751581000000,770552000000,793332000000,816539000000,..
Export unit value index (2000 = 100),TX.UVI.MRCH.XD.WD,United Kingdom,GBR,195.970579,192.2981297,196.2643528,194.9643553,166.9640045,162.124959,173.4494261,188.0155853,186.3911271,..
Export value index (2000 = 100),TX.VAL.MRCH.XD.WD,United Kingdom,GBR,177.9183755,166.0547636,189.6576868,179.4001868,163.6165398,144.3014502,154.8875683,170.8480973,164.9631833,..
Export volume index (2000 = 100),TX.QTY.MRCH.XD.WD,United Kingdom,GBR,90.78830937,86.352771,96.63379217,92.01691583,97.99509799,89.0063141,89.29840347,90.86911438,88.50377476,..
Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,United Kingdom,GBR,467318160036.787,471768176626.355,483617868426.443,495999937330.884,523366000000,538860220811.137,561641178763.497,582172069075.302,597322670785.614,503897352463.595
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,United Kingdom,GBR,30.71365624968,29.9874983204519,29.8702042760468,28.1976244868514,27.2637435853891,28.2370587834234,30.1083210836265,30.8900677563461,31.0793597401374,27.3663507160616
Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,United Kingdom,GBR,7.22429225293193,0.641352419194405,0.85529551561612,0.235644447294959,2.79941543127322,2.74089031385303,5.40792992088343,3.03016611890463,2.6579464256285,-15.8065684323221
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,United Kingdom,GBR,817099673409.817,810869571613.082,831571638656.784,864506897111.03,799573520033.644,760832303353.463,802750941560.974,882651293674.399,879917157663.404,741953346999.26
Exports of goods and services (constant 2010 US$),NE.EXP.GNFS.KD,United Kingdom,GBR,751692454367.881,756513452108.872,762983877739.792,764781806881.441,786191226798.85,807739865982.542,851421871877.916,877221368968.504,900537442989.852,758193375804.977
Exports of goods and services (constant LCU),NE.EXP.GNFS.KN,United Kingdom,GBR,500400233000,503609562000,507916912000,509113790000,523366000000,537710888000,566789916000,583964592000,599486058000,504727884000
Exports of goods and services (current LCU),NE.EXP.GNFS.CN,United Kingdom,GBR,509890000000,513317000000,531790000000,525324000000,523366000000,563248000000,622868000000,661601000000,689274000000,577988000000
Exports of goods and services (current US$),NE.EXP.GNFS.CD,United Kingdom,GBR,816947026699.599,810867137882.696,831362786157.725,864404130992.345,799586914654.758,760493911110.199,801629237161.225,882627010543.333,879798713645.05,741010658553.745
"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,United Kingdom,GBR,1145695820142.57,1087138045703.24,1083679559378.98,1104628127394.21,1006665904576,947286666191.88,1044500994093.16,1174162416011.57,1157721451211.61,908397252342.765
External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,United Kingdom,GBR,-0.953955115860641,-1.23789995151218,-1.40456632905249,-1.55302607396211,-1.47277537831292,-1.81043679488568,-1.44478060980579,-1.18998483512871,-1.23862210392612,-0.357805892788912
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,United Kingdom,GBR,18567339000,12366543000,1558209000,-14204080000,-28272000000,-35698695000,-21802228000,-20634619000,-21642028000,-5757758000
External balance on goods and services (current LCU),NE.RSB.GNFS.CN,United Kingdom,GBR,-15837000000,-21190000000,-25006000000,-28933000000,-28272000000,-36113000000,-29889000000,-25487000000,-27470000000,-7557000000
External balance on goods and services (current US$),NE.RSB.GNFS.CD,United Kingdom,GBR,-25374080805.3532,-33473028658.1865,-39092607665.9209,-47608342131.7159,-43193331724.1077,-48759545727.4995,-38467052841.8732,-34001633337.4918,-35063081827.8791,-9688466796.3533
External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,United Kingdom,GBR,0.00851614,0.00895161,0.00974121,0.00957416,0.01050807,0.01168536,0.01257393,0.01306658,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,United Kingdom,GBR,0.35839504,0.38331211,0.42376742,0.45389828,0.46997565,0.47513777,0.50026852,0.56387877,..,..
"External health expenditure per capita, PPP (current international $)",SH.XPD.EHEX.PP.CD,United Kingdom,GBR,0.31681669,0.34584209,0.38988602,0.39494592,0.44430354,0.50370318,0.56244147,0.60362017,..,..
Female genital mutilation prevalence (%),SH.STA.FGMS.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,United Kingdom,GBR,32.1199989318848,32.3899993896484,32.310001373291,32.8600006103516,32.4000015258789,33.7799987792969,34.3600006103516,34.2200012207031,34.9099998474121,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,United Kingdom,GBR,1.91,1.92,1.83,1.81,1.8,1.79,1.74,1.68,1.65,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,United Kingdom,GBR,176.533018867925,162.858750703433,170.341850425855,217.055352627142,203.106172178337,253.91156462585,273.417721518987,268.173598553345,..,..
Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,United Kingdom,GBR,246.94820191356,232.936252414681,233.025824368755,247.854335445576,252.370653801364,247.759276224295,248.566493032888,245.619777867634,..,..
Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,United Kingdom,GBR,85.2012570016643,85.3174783995513,84.9760382309856,84.1746787990175,83.7706633688278,83.9688636755582,83.222920816703,83.2999656362523,83.1189379322721,83.6393172663952
Final consumption expenditure (annual % growth),NE.CON.TOTL.KD.ZG,United Kingdom,GBR,0.167982228754454,1.46281774458194,1.87440403021009,2.26172020244076,2.72140000971272,2.84432552534177,1.04178911120654,1.24970844715149,1.74955382489877,-9.90472236376021
Final consumption expenditure (constant 2010 US$),NE.CON.TOTL.KD,United Kingdom,GBR,2129142125234.94,2160287594050.24,2200780111777.25,2250555600176.61,2311802220498.41,2377557401151.46,2402326535269.35,2432348612908.77,2474903861100.79,2229771504888.77
Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,United Kingdom,GBR,1481037134000,1502702008000,1530868715000,1565492682000,1608096000000,1653835485000,1671064963000,1691948403000,1721549951000,1551035208000
Final consumption expenditure (current LCU),NE.CON.TOTL.CN,United Kingdom,GBR,1414461000000,1460439000000,1512859000000,1568181000000,1608096000000,1674937000000,1721680000000,1784112000000,1843401000000,1766495000000
Final consumption expenditure (current US$),NE.CON.TOTL.CD,United Kingdom,GBR,2266252933637.73,2306999362932.2,2365096510471.78,2580392547349.27,2456813241801.45,2261489414952.53,2215796966669.89,2380143683329.51,2352942122482.5,2264738408551.56
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Financial intermediary services indirectly Measured (FISIM) (current LCU),NV.FSM.TOTL.CN,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
