Nom gare;Code Gare;Type jour;Année;Date de comptage;Ligne;Axe;Tranche horaire;Montants
LA BORNE BLANCHE;87276287;JOB;2019;2019-03-26;D;D;Avant 6h;8
VAIRES TORCY;87116293;Dimanche;2019;2019-03-16;P;P;De 10h à 16h;675
ROSA PARKS;87654798;JOB;2016;2016-10-04;E;E;De 16h à 20h;8395
CERNAY;87276063;JOB;2019;2019-10-10;H;H;De 16h à 20h;501
VERSAILLES RIVE GAUCHE - CHATEAU DE VERSAILLES;87393157;JOB;2017;2017-04-25;C;C;De 10h à 16h;3384
LE BRAS DE FER - EVRY GENOPOLE;87681395;Samedi;2019;2019-03-23;D;D;De 16h à 20h;679
VERNEUIL L'ETANG;87116079;Samedi;2019;2019-05-11;P;P;De 10h à 16h;166
ROSNY BOIS PERRIER;87113696;Samedi;2016;2016-10-01;E;E;De 6h à 10h;1020
CHAMPAGNE SUR OISE;87276519;JOB;2019;2019-10-10;H;H;De 6h à 10h;353
VILLENEUVE LE ROI;87545277;Samedi;2017;2017-04-22;C;C;De 10h à 16h;582
LE MEE;87682179;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;335
BAGNEAUX SUR LOING;87684191;Dimanche;2017;2017-03-12;R;R;Avant 6h;2
ROSNY SOUS BOIS;87113704;Dimanche;2016;2016-10-02;E;E;Après 20h;401
CHAPONVAL;87276162;Dimanche;2019;2019-10-13;H;H;Après 20h;2
VIROFLAY RIVE GAUCHE;87393215;Dimanche;2017;2017-04-23;C;C;Après 20h;90
LE MEE;87682179;JOB;2019;2019-03-26;D;D;De 10h à 16h;1073
BAGNEAUX SUR LOING;87684191;JOB;2017;2017-03-07;R;R;De 6h à 10h;60
TOURNAN;87116210;Dimanche;2016;2016-10-02;E;E;De 10h à 16h;217
ENGHIEN LES BAINS;87276022;Dimanche;2019;2019-10-13;H;H;Avant 6h;72
VIROFLAY RIVE GAUCHE;87393215;Dimanche;2017;2017-04-23;C;C;Avant 6h;7
LE MEE;87682179;Samedi;2019;2019-03-23;D;D;De 10h à 16h;1246
BOIS LE ROI;87682203;JOB;2017;2017-03-07;R;R;De 16h à 20h;173
TOURNAN;87116210;Dimanche;2016;2016-10-02;E;E;De 6h à 10h;114
EPINAY VILLETANEUSE;87271122;Samedi;2019;2019-10-12;H;H;De 10h à 16h;4524
BALLANCOURT;87681437;JOB;2019;2019-03-26;D;D;Avant 6h;25
LE VERT DE MAISONS;87681247;JOB;2019;2019-03-26;D;D;De 10h à 16h;1355
BOURRON MARLOTTE GREZ;87684118;Dimanche;2017;2017-03-12;R;R;De 10h à 16h;43
TOURNAN;87116210;JOB;2016;2016-10-04;E;E;De 16h à 20h;397
ERMONT EAUBONNE;87276055;JOB;2019;2019-10-10;H;H;De 10h à 16h;3456
BOUSSY SAINT-ANTOINE;87682138;Dimanche;2019;2019-03-24;D;D;Après 20h;148
LE VERT DE MAISONS;87681247;Samedi;2019;2019-03-23;D;D;Avant 6h;48
BOURRON MARLOTTE GREZ;87684118;Samedi;2017;2017-03-11;R;R;De 10h à 16h;21
BESSANCOURT;87276642;Dimanche;2019;2019-10-13;H;H;De 6h à 10h;83
ERMONT HALTE;87276584;JOB;2019;2019-10-10;H;H;De 16h à 20h;344
CESSON;87682161;Samedi;2019;2019-03-23;D;D;Avant 6h;25
LIEUSAINT MOISSY;87682153;Samedi;2019;2019-03-23;D;D;De 10h à 16h;2202
CHAMPAGNE SUR SEINE;87682450;Dimanche;2017;2017-03-12;R;R;De 6h à 10h;56
BORAN SUR OISE;87276444;JOB;2019;2019-10-10;H;H;Avant 6h;1
GROS NOYER SAINT-PRIX;87276592;JOB;2019;2019-10-10;H;H;De 6h à 10h;1732
CESSON;87682161;Samedi;2019;2019-03-23;D;D;De 10h à 16h;572
MAISSE;87681486;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;19
CHARTRETTES;87682419;JOB;2017;2017-03-07;R;R;De 10h à 16h;23
BRUYERES SUR OISE;87276451;Samedi;2019;2019-10-12;H;H;Après 20h;6
GROS NOYER SAINT-PRIX;87276592;Samedi;2019;2019-10-12;H;H;De 6h à 10h;351
CORBEIL ESSONNES;87681007;JOB;2019;2019-03-26;D;D;Avant 6h;650
MAISSE;87681486;JOB;2019;2019-03-26;D;D;De 6h à 10h;174
DORDIVES;87684233;Dimanche;2017;2017-03-12;R;R;Avant 6h;0
CERNAY;87276063;Samedi;2019;2019-10-12;H;H;De 6h à 10h;200
L'ISLE ADAM PARMAIN;87276527;Samedi;2019;2019-10-12;H;H;Avant 6h;14
CRETEIL POMPADOUR;87608802;JOB;2019;2019-04-02;D;D;De 6h à 10h;1198
MAISSE;87681486;Samedi;2019;2019-03-23;D;D;Après 20h;7
DORDIVES;87684233;Samedi;2017;2017-03-11;R;R;De 6h à 10h;19
DOMONT;87276436;Dimanche;2019;2019-10-13;H;H;Avant 6h;39
NOINTEL MOURS;87276758;Dimanche;2019;2019-10-13;H;H;Après 20h;18
ESSONNES ROBINSON;87681601;JOB;2019;2019-03-26;D;D;De 10h à 16h;76
MELUN;87682005;Dimanche;2019;2019-03-24;D;D;De 16h à 20h;1145
FERRIERES FONTENAY;87684241;Samedi;2017;2017-03-11;R;R;De 10h à 16h;17
ECOUEN EZANVILLE;87276394;JOB;2019;2019-10-10;H;H;Après 20h;94
PARIS NORD;87271031;Samedi;2019;2019-10-12;H;H;De 6h à 10h;5119
EVRY COURCOURONNES CENTRE;87681387;Samedi;2019;2019-03-23;D;D;De 16h à 20h;3303
MELUN;87682005;JOB;2019;2019-03-26;D;D;Avant 6h;365
HERICY;87682435;JOB;2017;2017-03-07;R;R;De 6h à 10h;51
ERMONT EAUBONNE;87276055;JOB;2019;2019-10-10;H;H;De 16h à 20h;6168
PERSAN BEAUMONT;87276469;Dimanche;2019;2019-10-13;H;H;De 6h à 10h;453
EVRY VAL DE SEINE;87681361;JOB;2019;2019-03-26;D;D;Après 20h;48
MONTGERON CROSNE;87682104;Samedi;2019;2019-03-23;D;D;De 10h à 16h;1552
MELUN;87682005;Samedi;2017;2017-03-11;R;R;De 16h à 20h;1946
FRANCONVILLE LE PLESSIS BOUCHARD;87276071;Dimanche;2019;2019-10-13;H;H;Après 20h;164
PIERRELAYE;87276097;JOB;2019;2019-10-10;H;H;Après 20h;71
EVRY VAL DE SEINE;87681361;Samedi;2019;2019-03-23;D;D;De 10h à 16h;344
MOULIN GALANT;87681403;Dimanche;2019;2019-03-24;D;D;De 16h à 20h;67
MONTIGNY SUR LOING;87684100;Samedi;2017;2017-03-11;R;R;De 10h à 16h;83
FREPILLON;87276659;Dimanche;2019;2019-10-13;H;H;De 6h à 10h;36
PONTOISE;87276139;JOB;2019;2019-10-10;H;H;Après 20h;500
GRAND BOURG;87681353;Samedi;2019;2019-03-23;D;D;De 6h à 10h;54
ORRY LA VILLE COYE LA FORET;87276279;JOB;2019;2019-03-26;D;D;De 16h à 20h;172
NEMOURS SAINT-PIERRE;87684126;Dimanche;2017;2017-03-12;R;R;De 6h à 10h;202
GROS NOYER SAINT-PRIX;87276592;JOB;2019;2019-10-10;H;H;Après 20h;119
PONTOISE;87276139;JOB;2019;2019-10-10;H;H;De 16h à 20h;2715
LA BORNE BLANCHE;87276287;Dimanche;2019;2019-03-24;D;D;Après 20h;9
PARIS GARE DE LYON;87686030;Samedi;2019;2019-03-23;D;D;De 10h à 16h;22677
SOUPPES CHATEAU LANDON;87684217;Dimanche;2017;2017-03-12;R;R;De 10h à 16h;168
GROSLAY;87276360;Samedi;2019;2019-10-12;H;H;De 6h à 10h;372
SAINT-LEU LA FORET;87276600;Dimanche;2019;2019-10-13;H;H;De 10h à 16h;575
LA BORNE BLANCHE;87276287;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;14
PARIS NORD;87271031;Dimanche;2019;2019-03-24;D;D;De 16h à 20h;16916
VULAINES SUR SEINE SAMOREAU;87682443;JOB;2017;2017-03-07;R;R;De 6h à 10h;39
LA BARRE ORMESSON;87271171;Dimanche;2019;2019-10-13;H;H;Avant 6h;25
SAINT-LEU LA FORET;87276600;Samedi;2019;2019-10-12;H;H;Avant 6h;20
LE COUDRAY MONTCEAUX;87681635;Samedi;2019;2019-03-23;D;D;Après 20h;1
PONTHIERRY PRINGY;87682526;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;52
EPINAY TRAM 11 EXPRESS;87697292;Dimanche;2017;2017-12-03;T11;T11;Après 20h;175
LA BARRE ORMESSON;87271171;Samedi;2019;2019-10-12;H;H;De 16h à 20h;836
SARCELLES SAINT-BRICE;87276386;Samedi;2019;2019-10-12;H;H;De 16h à 20h;1274
LE COUDRAY MONTCEAUX;87681635;Samedi;2019;2019-03-23;D;D;De 16h à 20h;19
SAINT-FARGEAU;87682542;Samedi;2019;2019-03-23;D;D;Après 20h;3
EPINAY TRAM 11 EXPRESS;87697292;JOB;2017;2017-11-28;T11;T11;Après 20h;284
LUZARCHES;87276576;Dimanche;2019;2019-10-13;H;H;Avant 6h;8
VAUCELLES;87276626;Dimanche;2019;2019-10-13;H;H;De 10h à 16h;189
LE MEE;87682179;JOB;2019;2019-03-26;D;D;De 6h à 10h;1820
VIGNEUX SUR SEINE;87681304;JOB;2019;2019-03-26;D;D;Après 20h;399
EPINAY TRAM 11 EXPRESS;87697292;JOB;2017;2017-11-28;T11;T11;De 6h à 10h;1133
MERY SUR OISE;87276667;JOB;2019;2019-10-10;H;H;De 10h à 16h;237
VAUCELLES;87276626;Dimanche;2019;2019-10-13;H;H;De 6h à 10h;62
LES NOUES;87276238;Samedi;2019;2019-03-23;D;D;Avant 6h;34
VILLENEUVE TRIAGE;87681809;JOB;2019;2019-03-26;D;D;De 16h à 20h;640
PIERREFITTE STAINS TRAM 11 EXPRESS;87697326;Dimanche;2017;2017-12-03;T11;T11;Avant 6h;81
MERY SUR OISE;87276667;JOB;2019;2019-10-10;H;H;De 16h à 20h;173
VAUCELLES;87276626;JOB;2019;2019-10-10;H;H;Après 20h;65
LOUVRES;87276253;Dimanche;2019;2019-03-24;D;D;De 16h à 20h;371
VILLENEUVE TRIAGE;87681809;Samedi;2019;2019-03-23;D;D;De 6h à 10h;285
VILLETANEUSE UNIVERSITE TRAM 11 EXPRESS;87697318;JOB;2017;2017-11-28;T11;T11;Après 20h;133
MERY SUR OISE;87276667;Samedi;2019;2019-10-12;H;H;De 10h à 16h;256
VILLAINES;87272021;Dimanche;2019;2019-10-13;H;H;Avant 6h;1
LOUVRES;87276253;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;251
VIRY CHATILLON;87681312;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;321
AULNAY SOUS BOIS;87271411;Samedi;2015;2015-10-03;T4;T4;De 16h à 20h;1811
PERSAN BEAUMONT;87276469;Samedi;2019;2019-10-12;H;H;De 6h à 10h;644
ARGENTEUIL;87381848;JOB;2019;2019-03-14;J;J4;De 10h à 16h;2943
MELUN;87682005;Samedi;2019;2019-03-23;D;D;De 10h à 16h;2342
YERRES;87682112;JOB;2019;2019-03-26;D;D;De 6h à 10h;6211
LYCEE HENRI SELLIER;87988717;JOB;2015;2015-10-06;T4;T4;Après 20h;26
PONT PETIT;87276154;Samedi;2019;2019-10-12;H;H;De 10h à 16h;36
ARGENTEUIL;87381848;Samedi;2019;2019-03-16;J;J4;De 16h à 20h;1792
MENNECY;87681411;Samedi;2019;2019-03-23;D;D;Avant 6h;14
EMERAINVILLE PONTAULT COMBAULT;87116046;Dimanche;2016;2016-10-02;E;E;De 16h à 20h;753
CHAVILLE RIVE DROITE;87382333;JOB;2016;2016-03-17;U;U;Après 20h;21
PRECY SUR OISE;87276410;Dimanche;2019;2019-10-13;H;H;De 10h à 16h;9
ASNIERES SUR SEINE;87381137;Dimanche;2019;2019-03-17;J;J4;Avant 6h;30
MENNECY;87681411;Samedi;2019;2019-03-23;D;D;De 16h à 20h;205
HAUSSMANN SAINT-LAZARE;87281899;Samedi;2016;2016-10-01;E;E;Avant 6h;234
LA DEFENSE GRANDE ARCHE;87758011;JOB;2016;2016-03-22;U;U;De 16h à 20h;7291
PRESLES COURCELLES;87276501;Dimanche;2019;2019-10-13;H;H;Avant 6h;4
BOIS COLOMBES;87381079;JOB;2019;2019-03-14;J;J4;De 6h à 10h;4250
MOULIN GALANT;87681403;Dimanche;2019;2019-03-24;D;D;De 10h à 16h;160
LE RAINCY VILLEMOMBLE MONTFERMEIL;87113472;Samedi;2016;2016-10-01;E;E;De 16h à 20h;2304
LA DEFENSE GRANDE ARCHE;87758011;Samedi;2016;2016-03-12;U;U;De 6h à 10h;710
SAINT-DENIS;87271015;JOB;2019;2019-10-10;H;H;Avant 6h;695
LE STADE;87381095;JOB;2019;2019-03-14;J;J4;De 16h à 20h;1615
ORRY LA VILLE COYE LA FORET;87276279;Samedi;2019;2019-03-23;D;D;De 10h à 16h;955
LES BOULLEREAUX CHAMPIGNY;87113779;Samedi;2016;2016-10-01;E;E;De 6h à 10h;644
LA VERRIERE;87393256;JOB;2016;2016-03-17;U;U;De 16h à 20h;938
SARCELLES SAINT-BRICE;87276386;JOB;2019;2019-10-10;H;H;Après 20h;418
PARIS SAINT-LAZARE;87384008;Dimanche;2019;2019-03-17;J;J4;De 10h à 16h;4606
PARIS GARE DE LYON;87686030;Samedi;2019;2019-03-23;D;D;Après 20h;16430
NOGENT LE PERREUX;87113746;Samedi;2016;2016-10-01;E;E;Après 20h;485
SAINT-CYR;87393223;Samedi;2016;2016-03-12;U;U;De 6h à 10h;213
SARCELLES SAINT-BRICE;87276386;JOB;2019;2019-10-10;H;H;Avant 6h;242
PARIS SAINT-LAZARE;87384008;JOB;2019;2019-03-14;J;J4;De 16h à 20h;17238
PARIS NORD;87271031;JOB;2019;2019-03-26;D;D;De 16h à 20h;34362
OZOIR LA FERRIERE;87116020;JOB;2016;2016-10-04;E;E;De 16h à 20h;700
TRAPPES;87393835;Samedi;2016;2016-03-12;U;U;De 10h à 16h;706
VALMONDOIS;87276535;Samedi;2019;2019-10-12;H;H;De 16h à 20h;277
LES CLAIRIERES DE VERNEUIL;87386664;Samedi;2016;2016-11-19;J;J5;Après 20h;16
PIERREFITTE STAINS;87271163;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;1264
OZOIR LA FERRIERE;87116020;Samedi;2016;2016-10-01;E;E;Avant 6h;25
ACHERES GRAND CORMIER;87386052;Dimanche;2014;2014-05-18;A;A;De 6h à 10h;26
VAUCELLES;87276626;JOB;2019;2019-10-10;H;H;De 10h à 16h;244
LES CLAIRIERES DE VERNEUIL;87386664;Samedi;2016;2016-11-19;J;J5;De 6h à 10h;63
PIERREFITTE STAINS;87271163;Samedi;2019;2019-03-23;D;D;Après 20h;814
OZOIR LA FERRIERE;87116020;Samedi;2016;2016-10-01;E;E;De 10h à 16h;752
CERGY LE HAUT;87382655;Dimanche;2014;2014-05-18;A;A;De 6h à 10h;554
VIARMES;87276568;JOB;2019;2019-10-10;H;H;De 6h à 10h;370
POISSY;87386573;Dimanche;2016;2016-11-20;J;J5;De 10h à 16h;949
RIS ORANGIS;87681338;JOB;2019;2019-03-26;D;D;De 10h à 16h;539
ROSA PARKS;87654798;Samedi;2016;2016-10-01;E;E;De 10h à 16h;2582
CERGY LE HAUT;87382655;Samedi;2014;2014-05-17;A;A;De 16h à 20h;1596
ASNIERES SUR SEINE;87381137;Samedi;2019;2019-03-16;J;J4;Avant 6h;43
VILLENNES SUR SEINE;87386649;Samedi;2016;2016-11-19;J;J5;De 6h à 10h;140
SAINT-DENIS;87271015;Dimanche;2019;2019-03-24;D;D;Avant 6h;95
ROSNY BOIS PERRIER;87113696;Dimanche;2016;2016-10-02;E;E;De 6h à 10h;570
CERGY SAINT-CHRISTOPHE;87382499;Dimanche;2014;2014-05-18;A;A;Après 20h;543
PARIS SAINT-LAZARE;87384008;Dimanche;2019;2019-03-17;J;J4;Avant 6h;140
BOIS COLOMBES;87381079;Samedi;2016;2016-11-19;J;J6;Après 20h;84
SAVIGNY LE TEMPLE NANDY;87682187;Dimanche;2019;2019-03-24;D;D;De 10h à 16h;1177
VAL DE FONTENAY;87113712;Dimanche;2016;2016-10-02;E;E;Après 20h;1634
CERGY SAINT-CHRISTOPHE;87382499;Dimanche;2014;2014-05-18;A;A;De 16h à 20h;1162
SANNOIS;87276188;JOB;2019;2019-03-14;J;J4;De 10h à 16h;1449
CHANTELOUP LES VIGNES;87381475;Samedi;2016;2016-11-19;J;J6;Après 20h;24
VILLENEUVE SAINT-GEORGES;87681825;JOB;2019;2019-03-26;D;D;Avant 6h;1114
AUVERS SUR OISE;87276543;JOB;2019;2019-10-10;H;H;De 10h à 16h;61
CONFLANS FIN D'OISE;87381459;Dimanche;2014;2014-05-18;A;A;De 10h à 16h;882
AUBERGENVILLE ELISABETHVILLE;87386730;JOB;2016;2016-11-22;J;J5;De 16h à 20h;885
CHARS;87381194;Samedi;2016;2016-11-19;J;J6;De 6h à 10h;25
VILLENEUVE SAINT-GEORGES;87681825;JOB;2019;2019-03-26;D;D;De 16h à 20h;8270
AUVERS SUR OISE;87276543;Samedi;2019;2019-10-12;H;H;De 6h à 10h;21
MAISONS LAFFITTE;87386425;Dimanche;2014;2014-05-18;A;A;Après 20h;547
HOUILLES CARRIERES SUR SEINE;87386409;JOB;2016;2016-11-22;J;J5;Après 20h;358
CHAUMONT EN VEXIN;87381228;JOB;2018;2018-01-23;J;J6;De 6h à 10h;291
CHELLES GOURNAY;87116111;JOB;2016;2016-10-04;E;E;De 10h à 16h;1845
BESSANCOURT;87276642;Dimanche;2019;2019-10-13;H;H;Avant 6h;10
POISSY;87386573;Samedi;2014;2014-05-17;A;A;De 16h à 20h;1133
LES CLAIRIERES DE VERNEUIL;87386664;JOB;2016;2016-11-22;J;J5;Après 20h;3
CONFLANS FIN D'OISE;87381459;Dimanche;2016;2016-11-20;J;J6;Après 20h;77
GAGNY;87113514;Dimanche;2016;2016-10-02;E;E;De 16h à 20h;1086
BORAN SUR OISE;87276444;Dimanche;2019;2019-10-13;H;H;De 10h à 16h;8
AEROPORT CHARLES DE GAULLE 2 TGV;87001479;JOB;2019;2019-03-28;B;B;Avant 6h;162
LES MUREAUX;87386680;JOB;2016;2016-11-22;J;J5;De 6h à 10h;3563
CONFLANS FIN D'OISE;87381459;Dimanche;2016;2016-11-20;J;J6;Avant 6h;0
GRETZ ARMAINVILLIERS;87116012;Samedi;2016;2016-10-01;E;E;Avant 6h;34
BRUYERES SUR OISE;87276451;JOB;2019;2019-10-10;H;H;Avant 6h;1
AEROPORT CHARLES DE GAULLE 2 TGV;87001479;JOB;2019;2019-03-28;B;B;De 10h à 16h;5730
MANTES LA JOLIE;87381509;Dimanche;2016;2016-11-20;J;J5;De 6h à 10h;268
CONFLANS FIN D'OISE;87381459;Dimanche;2016;2016-11-20;J;J6;De 16h à 20h;282
LE RAINCY VILLEMOMBLE MONTFERMEIL;87113472;JOB;2016;2016-10-04;E;E;De 10h à 16h;3725
CHAMP DE COURSES D'ENGHIEN;87276030;Samedi;2019;2019-10-12;H;H;De 16h à 20h;680
AULNAY SOUS BOIS;87271411;Samedi;2019;2019-03-16;B;B;De 10h à 16h;7910
MANTES LA JOLIE;87381509;JOB;2016;2016-11-22;J;J5;Après 20h;268
CONFLANS SAINTE-HONORINE;87381897;JOB;2018;2018-01-23;J;J6;Avant 6h;209
LE RAINCY VILLEMOMBLE MONTFERMEIL;87113472;JOB;2016;2016-10-04;E;E;De 6h à 10h;8036
CHAMPAGNE SUR OISE;87276519;JOB;2019;2019-10-10;H;H;Après 20h;21
DRANCY;87271403;JOB;2019;2019-03-21;B;B;De 6h à 10h;442
MANTES STATION;87381590;Dimanche;2016;2016-11-20;J;J5;Après 20h;34
CONFLANS SAINTE-HONORINE;87381897;JOB;2018;2018-01-23;J;J6;De 16h à 20h;669
MAGENTA;87281873;Dimanche;2016;2016-10-02;E;E;De 16h à 20h;11944
DOMONT;87276436;JOB;2019;2019-10-10;H;H;De 16h à 20h;1063
DRANCY;87271403;JOB;2019;2019-03-28;B;B;De 6h à 10h;7353
MANTES STATION;87381590;JOB;2016;2016-11-22;J;J5;Après 20h;46
GARGENVILLE;87381566;Dimanche;2016;2016-11-20;J;J6;De 10h à 16h;101
NOISY LE SEC;87113217;JOB;2016;2016-10-04;E;E;De 16h à 20h;6854
DOMONT;87276436;Samedi;2019;2019-10-12;H;H;Avant 6h;65
LA PLAINE STADE DE FRANCE;87164798;Dimanche;2019;2019-03-17;B;B;Après 20h;1256
POISSY;87386573;JOB;2016;2016-11-22;J;J5;Avant 6h;248
GARGENVILLE;87381566;Samedi;2016;2016-11-19;J;J6;De 6h à 10h;55
NOISY LE SEC;87113217;Samedi;2016;2016-10-01;E;E;Après 20h;2313
EPINAY VILLETANEUSE;87271122;Dimanche;2019;2019-10-13;H;H;De 10h à 16h;3515
LA PLAINE STADE DE FRANCE;87164798;JOB;2019;2019-03-28;B;B;De 10h à 16h;4547
VILLENNES SUR SEINE;87386649;JOB;2016;2016-11-22;J;J5;De 10h à 16h;158
GISORS;87381244;JOB;2018;2018-01-23;J;J6;Après 20h;0
OZOIR LA FERRIERE;87116020;JOB;2016;2016-10-04;E;E;De 10h à 16h;783
L'ISLE ADAM PARMAIN;87276527;JOB;2019;2019-10-10;H;H;Avant 6h;57
PARC DES EXPOSITIONS;87271486;Dimanche;2019;2019-03-24;B;B;Après 20h;167
CHARS;87381194;JOB;2018;2018-01-23;J;J6;De 16h à 20h;64
ISSOU PORCHEVILLE;87381574;JOB;2018;2018-01-23;J;J6;Avant 6h;7
VAL DE FONTENAY;87113712;Samedi;2016;2016-10-01;E;E;De 10h à 16h;5114
LA BARRE ORMESSON;87271171;Samedi;2019;2019-10-12;H;H;Après 20h;385
PARIS NORD;87271031;Samedi;2019;2019-03-16;B;B;Après 20h;20863
GARGENVILLE;87381566;JOB;2018;2018-01-23;J;J6;Après 20h;13
JUZIERS;87381558;JOB;2018;2018-01-23;J;J6;Après 20h;9
VILLIERS SUR MARNE LE PLESSIS TREVISE;87113795;Samedi;2016;2016-10-01;E;E;De 16h à 20h;2164
LUZARCHES;87276576;Samedi;2019;2019-10-12;H;H;De 6h à 10h;76
SEVRAN BEAUDOTTES;87271445;Dimanche;2019;2019-03-17;B;B;Après 20h;42
HERBLAY;87381889;Samedi;2016;2016-11-19;J;J6;Avant 6h;15
LIANCOURT SAINT PIERRE;87381210;JOB;2018;2018-01-23;J;J6;De 6h à 10h;22
BESSANCOURT;87276642;JOB;2019;2019-10-10;H;H;Après 20h;42
MERY SUR OISE;87276667;Dimanche;2019;2019-10-13;H;H;Après 20h;36
SEVRAN BEAUDOTTES;87271445;Dimanche;2019;2019-03-17;B;B;De 16h à 20h;2352
LA FRETTE MONTIGNY;87381871;Dimanche;2016;2016-11-20;J;J6;De 16h à 20h;157
LIANCOURT SAINT PIERRE;87381210;Samedi;2016;2016-11-19;J;J6;Après 20h;0
BESSANCOURT;87276642;Samedi;2019;2019-10-12;H;H;Après 20h;62
MERY SUR OISE;87276667;Samedi;2019;2019-10-12;H;H;De 6h à 10h;145
SEVRAN BEAUDOTTES;87271445;JOB;2019;2019-03-21;B;B;De 10h à 16h;563
LIMAY;87381582;Dimanche;2016;2016-11-20;J;J6;De 16h à 20h;100
LIMAY;87381582;Samedi;2016;2016-11-19;J;J6;Après 20h;16
BORAN SUR OISE;87276444;Samedi;2019;2019-10-12;H;H;De 16h à 20h;8
MONTSOULT MAFFLIERS;87276493;Dimanche;2019;2019-10-13;H;H;De 16h à 20h;242
SEVRAN BEAUDOTTES;87271445;JOB;2019;2019-03-28;B;B;De 16h à 20h;2626
LIMAY;87381582;Samedi;2016;2016-11-19;J;J6;De 10h à 16h;340
MANTES LA JOLIE;87381509;Samedi;2016;2016-11-19;J;J6;Avant 6h;14
BRUYERES SUR OISE;87276451;Dimanche;2019;2019-10-13;H;H;Après 20h;3
PARIS NORD;87271031;Samedi;2019;2019-10-12;H;H;Avant 6h;345
SEVRAN BEAUDOTTES;87271445;Samedi;2019;2019-03-16;B;B;Avant 6h;367
MAURECOURT;87381483;Dimanche;2016;2016-11-20;J;J6;Après 20h;15
MEULAN HARDRICOURT;87381830;JOB;2018;2018-01-23;J;J6;Avant 6h;39
CHAMPAGNE SUR OISE;87276519;JOB;2019;2019-10-10;H;H;De 16h à 20h;95
PONT PETIT;87276154;JOB;2019;2019-10-10;H;H;De 16h à 20h;359
SEVRAN LIVRY;87271429;Samedi;2019;2019-03-16;B;B;Avant 6h;165
MAURECOURT;87381483;JOB;2018;2018-01-23;J;J6;De 10h à 16h;205
MONTGEROULT COURCELLES;87381160;Dimanche;2016;2016-11-20;J;J6;De 10h à 16h;7
CHAMPAGNE SUR OISE;87276519;Samedi;2019;2019-10-12;H;H;De 6h à 10h;62
PRECY SUR OISE;87276410;JOB;2019;2019-10-10;H;H;De 10h à 16h;12
VILLEPARISIS MITRY LE NEUF;87271510;Dimanche;2019;2019-03-17;B;B;De 16h à 20h;711
MONTGEROULT COURCELLES;87381160;JOB;2018;2018-01-23;J;J6;De 10h à 16h;6
MONTGEROULT COURCELLES;87381160;Samedi;2016;2016-11-19;J;J6;De 16h à 20h;5
CHAPONVAL;87276162;Dimanche;2019;2019-10-13;H;H;De 10h à 16h;21
PRESLES COURCELLES;87276501;Dimanche;2019;2019-10-13;H;H;De 6h à 10h;25
VILLEPINTE;87271452;Dimanche;2019;2019-03-17;B;B;De 6h à 10h;352
PONTOISE;87276139;JOB;2018;2018-01-23;J;J6;Après 20h;166
SAINT-OUEN L'AUMONE QUARTIER DE L'EGLISE;87381426;Samedi;2016;2016-11-19;J;J6;Avant 6h;14
CREIL;87276006;Dimanche;2019;2019-10-13;H;H;De 10h à 16h;94
SARCELLES SAINT-BRICE;87276386;JOB;2019;2019-10-10;H;H;De 16h à 20h;2428
VILLEPINTE;87271452;JOB;2019;2019-03-21;B;B;Après 20h;8
SANTEUIL LE PERCHAY;87381186;JOB;2018;2018-01-23;J;J6;De 6h à 10h;38
VAUX SUR SEINE;87381814;Dimanche;2016;2016-11-20;J;J6;Avant 6h;0
DEUIL MONTMAGNY;87276345;Samedi;2019;2019-10-12;H;H;Avant 6h;74
VIARMES;87276568;JOB;2019;2019-10-10;H;H;De 10h à 16h;71
VILLEPINTE;87271452;JOB;2019;2019-03-28;B;B;De 10h à 16h;861
TRIE CHATEAU;87381236;Dimanche;2016;2016-11-20;J;J6;De 10h à 16h;2
COMPANS;87272047;Samedi;2019;2019-03-16;K;K;De 10h à 16h;7
ENGHIEN LES BAINS;87276022;Dimanche;2019;2019-10-13;H;H;De 6h à 10h;664
VILLAINES;87272021;Samedi;2019;2019-10-12;H;H;De 10h à 16h;24
VILLEPINTE;87271452;Samedi;2019;2019-03-16;B;B;De 16h à 20h;652
TRIEL SUR SEINE;87381806;JOB;2018;2018-01-23;J;J6;Après 20h;13
CREPY EN VALOIS;87271593;Dimanche;2019;2019-03-17;K;K;De 6h à 10h;62
EPINAY VILLETANEUSE;87271122;Dimanche;2019;2019-10-13;H;H;De 16h à 20h;2401
ARGENTEUIL;87381848;Dimanche;2019;2019-03-17;J;J4;De 6h à 10h;848
AMPERE WAGRAM;87771111;Dimanche;2017;2017-04-23;C;C;Après 20h;0
VAUX SUR SEINE;87381814;JOB;2018;2018-01-23;J;J6;Avant 6h;24
DAMMARTIN JUILLY SAINT-MARD;87271536;Dimanche;2019;2019-03-17;K;K;De 6h à 10h;14
EPLUCHES;87276147;Samedi;2019;2019-10-12;H;H;De 16h à 20h;30
COLOMBES;87381087;Samedi;2019;2019-03-16;J;J4;Après 20h;766
ATHIS MONS;87545251;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;460
