TYPE;STATUT;ADRESSE;ARRONDISSEMENT;HORAIRE;ACCES_PMR;RELAIS_BEBE;URL_FICHE_EQUIPEMENT;geo_shape;geo_point_2d;gestionnaire;source;complement_adresse
SANISETTE;;24  RUE SAINT FARGEAU;75020;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.402140186133077, 48.871554163366646]]}";48.8715541634,2.40214018613;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;82  BOULEVARD DE SEBASTOPOL;;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.352249091270851, 48.86550351402495]]}";48.865503514,2.35224909127;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;123  BOULEVARD RICHARD LENOIR;75011;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.369377340131359, 48.865841562591655]]}";48.8658415626,2.36937734013;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;5  BOULEVARD KELLERMANN;75013;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.357591218548521, 48.81897694760634]]}";48.8189769476,2.35759121855;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;100  BOULEVARD AUGUSTE BLANQUI;75013;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.344431701329784, 48.83113397852206]]}";48.8311339785,2.34443170133;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;PARC ANDRE CITROEN;75015;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/parc-andre-citroen-1791;"{""type"": ""MultiPoint"", ""coordinates"": [[2.275296807339177, 48.8420964537002]]}";48.8420964537,2.27529680734;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;BOIS DE VINCENNES - DAUMESNIL;75012;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/parc-floral-de-paris-1;"{""type"": ""MultiPoint"", ""coordinates"": [[2.414299848616877, 48.83277762088802]]}";48.8327776209,2.41429984862;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;PARC DES BUTTES CHAUMONT;75019;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/parc-des-buttes-chaumont-1757;"{""type"": ""MultiPoint"", ""coordinates"": [[2.382729246173076, 48.87945225471852]]}";48.8794522547,2.38272924617;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;RUE CESARIA EVORA;75019;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.377469825874642, 48.89769666177365]]}";48.8976966618,2.37746982587;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;14  RUE SAINT MARTIN;;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.349797594005607, 48.858200967363395]]}";48.8582009674,2.34979759401;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;face au 50 RUE DE RIVOLI;;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.354183092290366, 48.85678942451888]]}";48.8567894245,2.35418309229;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;8  RUE JEAN CALVIN;;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.348691572286761, 48.8416407780507]]}";48.8416407781,2.34869157229;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;PARC DES BUTTES CHAUMONT;75019;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/parc-des-buttes-chaumont-1757;"{""type"": ""MultiPoint"", ""coordinates"": [[2.385168519889268, 48.87986955015693]]}";48.8798695502,2.38516851989;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;face au 2 AVENUE EMILE ZOLA;75015;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.277628065658754, 48.846243467271094]]}";48.8462434673,2.27762806566;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;64  RUE DU VOLGA;75020;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.408988707402559, 48.85271966367163]]}";48.8527196637,2.4089887074;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;5  RUE DE MAZAGRAN;75010;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.351378014817505, 48.87049160141798]]}";48.8704916014,2.35137801482;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;SQUARE D'ESTIENNE D'ORVES;75009;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-d-estienne-d-orves-2472;"{""type"": ""MultiPoint"", ""coordinates"": [[2.331288524740739, 48.87684278657475]]}";48.8768427866,2.33128852474;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;38  RUE CAMBRONNE;75015;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.30189794395814, 48.84552661355718]]}";48.8455266136,2.30189794396;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;AVENUE DE L OBSERVATOIRE;;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.337228424428142, 48.84222410041659]]}";48.8422241004,2.33722842443;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;3  RUE MAURICE NOGUES;75014;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.305343756075017, 48.826231659312086]]}";48.8262316593,2.30534375608;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;SQUARE VIOLET;75015;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-violet-2531;"{""type"": ""MultiPoint"", ""coordinates"": [[2.289199564769723, 48.844292287340586]]}";48.8442922873,2.28919956477;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;JARDIN RACHMANINOV;75018;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/jardin-rachmaninov-2681;"{""type"": ""MultiPoint"", ""coordinates"": [[2.363815451695337, 48.89555859860546]]}";48.8955585986,2.3638154517;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;SQUARE BOUCICAUT;75007;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-boucicaut-2462;"{""type"": ""MultiPoint"", ""coordinates"": [[2.325645642508822, 48.85111943871574]]}";48.8511194387,2.32564564251;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;PARC MONTSOURIS;75014;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-et-aire-de-jeux-de-la-zac-alesia-montsouris-2867;"{""type"": ""MultiPoint"", ""coordinates"": [[2.340911412274563, 48.82139688389914]]}";48.8213968839,2.34091141227;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
LAVATORY;;1 rue Lamarck;75018;;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.343863211912109, 48.88626726174863]]}";48.8862672617,2.34386321191;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;277  RUE DE VAUGIRARD;75015;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.301959067980262, 48.83966605396287]]}";48.839666054,2.30195906798;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;BOULEVARD DE SEBASTOPOL;;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.35161126358933, 48.8648280162637]]}";48.8648280163,2.35161126359;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;34  RUE DURIS;75020;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.387631832716169, 48.86596750742653]]}";48.8659675074,2.38763183272;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;85  BOULEVARD DE SEBASTOPOL;;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.35161126358933, 48.8648280162637]]}";48.8648280163,2.35161126359;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;91  RUE D ABOUKIR;;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.348450028836779, 48.86816218874815]]}";48.8681621887,2.34845002884;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;face au 171 RUE DU TEMPLE;;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.36013286100841, 48.86497566729412]]}";48.8649756673,2.36013286101;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;face au 86 BOULEVARD RICHARD LENOIR;75011;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.37266335372367, 48.861740756010526]]}";48.861740756,2.37266335372;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;87  AVENUE D ITALIE;75013;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.358126804816616, 48.82394344207883]]}";48.8239434421,2.35812680482;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;opposé au 41 RUE ESQUIROL;75013;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.360048710711233, 48.835822547644895]]}";48.8358225476,2.36004871071;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;PARC DE CHOISY;75013;Voir fiche équipement;Oui;Oui;https://www.paris.fr/equipements/parc-de-choisy-1803;"{""type"": ""MultiPoint"", ""coordinates"": [[2.36173561557668, 48.827829639059495]]}";48.8278296391,2.36173561558;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;41  PLACE DE FINLANDE;;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.310808622720738, 48.86247699359682]]}";48.8624769936,2.31080862272;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;JARDINS DE LA PORTE DE SAINT CLOUD;75016;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/jardins-de-la-porte-de-saint-cloud-et-square-roger-coquoin-2623;"{""type"": ""MultiPoint"", ""coordinates"": [[2.254693572298353, 48.835869491249895]]}";48.8358694912,2.2546935723;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;SQUARE CARPEAUX;75018;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-carpeaux-2646;"{""type"": ""MultiPoint"", ""coordinates"": [[2.331619279991791, 48.891476402292284]]}";48.8914764023,2.33161927999;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;JARDIN CATHERINE LABOURE;75007;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-catherine-laboure-2465;"{""type"": ""MultiPoint"", ""coordinates"": [[2.320485393255728, 48.85140130471326]]}";48.8514013047,2.32048539326;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;SQUARE LEOPOLD ACHILLE;75003;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-leopold-achille-2431;"{""type"": ""MultiPoint"", ""coordinates"": [[2.363290758247611, 48.85822475886469]]}";48.8582247589,2.36329075825;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;37  BOULEVARD DES CAPUCINES;;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.329345376568483, 48.870058233825205]]}";48.8700582338,2.32934537657;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;9  BOULEVARD SAINT GERMAIN;;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.354846182358385, 48.849330262603885]]}";48.8493302626,2.35484618236;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;51  BOULEVARD DE ROCHECHOUART;;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.341432909012633, 48.882316150207735]]}";48.8823161502,2.34143290901;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;PLACE DE LA BASTILLE;75011;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.370072634439651, 48.85331060980803]]}";48.8533106098,2.37007263444;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;1  RUE EMILE LEVASSOR;75013;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.369013887547498, 48.82124040430335]]}";48.8212404043,2.36901388755;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;PARC MONTSOURIS;75014;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/jardin-et-aire-de-jeux-de-la-zac-alesia-montsouris-2867;"{""type"": ""MultiPoint"", ""coordinates"": [[2.336591567464136, 48.82227702606083]]}";48.8222770261,2.33659156746;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;BOIS DE VINCENNES - PARC FLORAL DE PARIS - PINEDE;75012;Voir fiche équipement;Oui;Oui;https://www.paris.fr/equipements/parc-floral-de-paris-1;"{""type"": ""MultiPoint"", ""coordinates"": [[2.4446432672223812, 48.83825700612516]]}";48.8382570061,2.44464326722;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;face au 107 AVENUE JEAN JAURES;75019;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.381014907216359, 48.88552389113011]]}";48.8855238911,2.38101490722;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;RUE DE SEVRES;;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.323054655081175, 48.84983487675197]]}";48.8498348768,2.32305465508;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;44  AVENUE PHILIPPE AUGUSTE;75011;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.393718336174439, 48.85213697345383]]}";48.8521369735,2.39371833617;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;face au 1 BOULEVARD DE REUILLY;75012;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.389572937934319, 48.83894041055916]]}";48.8389404106,2.38957293793;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;11  AVENUE MAURICE D OCAGNE;75014;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.311279224235745, 48.82498851904086]]}";48.824988519,2.31127922424;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;SQUARE JEAN MOULIN;75014;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-jean-moulin-2589;"{""type"": ""MultiPoint"", ""coordinates"": [[2.318778523318068, 48.82377533658264]]}";48.8237753366,2.31877852332;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;JARDIN DES POETES;75016;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-des-poetes-2778;"{""type"": ""MultiPoint"", ""coordinates"": [[2.256663508363861, 48.84762442808565]]}";48.8476244281,2.25666350836;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;4  PLACE DE BRETEUIL;75015;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.3109598986410163, 48.84733413997167]]}";48.84733414,2.31095989864;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;opposé au 17 RUE LIEUTENANT COLONEL DAX;75018;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.340228067255163, 48.900705833417085]]}";48.9007058334,2.34022806726;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;9  AVENUE DE LA PORTE DE LA VILLETTE;75019;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.386774783986592, 48.898974839975054]]}";48.89897484,2.38677478399;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;65  BOULEVARD DE CLICHY;;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.331784835499315, 48.88398130352188]]}";48.8839813035,2.3317848355;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;SQUARE ALBAN SATRAGNE;75010;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.3558626724604173, 48.87578071143161]]}";48.8757807114,2.35586267246;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;179  QUAI DE VALMY;75010;6 h - 1 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.367317820510683, 48.88016342714386]]}";48.8801634271,2.36731782051;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;PARC DES BUTTES CHAUMONT;75019;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/parc-des-buttes-chaumont-1757;"{""type"": ""MultiPoint"", ""coordinates"": [[2.380334558131946, 48.88014301552132]]}";48.8801430155,2.38033455813;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;1  RUE PAGANINI;75020;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.411303344183451, 48.85142475093343]]}";48.8514247509,2.41130334418;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;37  RUE DU LOUVRE;;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.343820992881231, 48.8674378410879]]}";48.8674378411,2.34382099288;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;125  AVENUE LEDRU ROLLIN;75011;6 h - 1 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.3776669195092612, 48.85413586971285]]}";48.8541358697,2.37766691951;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;face au 231 RUE RAYMOND LOSSERAND;75014;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.305654042759093, 48.82794450370339]]}";48.8279445037,2.30565404276;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;face au 12 PLACE DES ETATS UNIS;75016;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.293740160699615, 48.86830253319043]]}";48.8683025332,2.2937401607;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;face au 17 RUE POLONCEAU;75018;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.353401466086345, 48.88563235320071]]}";48.8856323532,2.35340146609;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;9  AVENUE DES GOBELINS;;6 h - 1 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.351186507903939, 48.83795209152188]]}";48.8379520915,2.3511865079;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;12  PLACE GEORGES GUILLAUMIN;;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.303210664567426, 48.87477424791767]]}";48.8747742479,2.30321066457;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;116  QUAI DE JEMMAPES;75010;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.363649699340373, 48.87492457138504]]}";48.8749245714,2.36364969934;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;27  RUE DE LA ROQUETTE;75011;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.372855378710675, 48.854888192016624]]}";48.854888192,2.37285537871;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;4  BOULEVARD DIDEROT;75012;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.369251752524021, 48.84528888185513]]}";48.8452888819,2.36925175252;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;RUE CLISSON;75013;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.3653014793666163, 48.829376228032494]]}";48.829376228,2.36530147937;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;38  RUE DU CHEVALERET;75013;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.376734201906194, 48.82822850829953]]}";48.8282285083,2.37673420191;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;JARDIN BERTHE MORISOT;75013;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-berthe-morisot-2561;"{""type"": ""MultiPoint"", ""coordinates"": [[2.37483450104622, 48.82620278372308]]}";48.8262027837,2.37483450105;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;SQUARE SEVERINE;75020;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-severine-1776;"{""type"": ""MultiPoint"", ""coordinates"": [[2.4097626284528992, 48.86626191584978]]}";48.8662619158,2.40976262845;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;6  BOULEVARD DU MONTPARNASSE;75015;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.316945653588202, 48.846521372658216]]}";48.8465213727,2.31694565359;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;face au 10 BOULEVARD DES BATIGNOLLES;75017;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.326311830075078, 48.88334503192717]]}";48.8833450319,2.32631183008;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;131  RUE D AVRON;75020;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.409258092200667, 48.85331628203856]]}";48.853316282,2.4092580922;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;79  BOULEVARD DU TEMPLE;;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.366305527110086, 48.86355463067629]]}";48.8635546307,2.36630552711;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;6  QUAI DE GESVRES;;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.349796463968451, 48.856486160078234]]}";48.8564861601,2.34979646397;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;123  RUE SAINT MARTIN;;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.351315750121665, 48.86079042790049]]}";48.8607904279,2.35131575012;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;1129  BOULEVARD JULES FERRY;75011;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.368575496201813, 48.86729232571321]]}";48.8672923257,2.3685754962;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;88  AVENUE DU MAINE;75014;6 h - 1 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.322338362051345, 48.83811061304954]]}";48.838110613,2.32233836205;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;JARDIN TINO ROSSI - MUSEE DE LA SCULPTURE EN PLEIN AIR;75005;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-tino-rossi-1786;"{""type"": ""MultiPoint"", ""coordinates"": [[2.359146506463063, 48.84843664146207]]}";48.8484366415,2.35914650646;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;SQUARE MAURICE KRIEGEL-VALRIMONT DIT SQUARE DE CLIGNANCOURT;75018;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-maurice-kriegel-valrimont-ex-de-clignancourt-2651;"{""type"": ""MultiPoint"", ""coordinates"": [[2.346425110390599, 48.89324524823646]]}";48.8932452482,2.34642511039;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;76  RUE BRANCION;75015;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.302733485419518, 48.83192956134313]]}";48.8319295613,2.30273348542;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;opposé au 39 BOULEVARD DE L AMIRAL BRUIX;75016;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.279587765082182, 48.875427964189015]]}";48.8754279642,2.27958776508;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;16  AVENUE DE SAINT OUEN;75018;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.3259361111674, 48.888224506944354]]}";48.8882245069,2.32593611117;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;face au 3 RUE MARCEL SEMBAT;75018;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.337690977054359, 48.899016851977834]]}";48.899016852,2.33769097705;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
